init,     2026-04-09 12:12:24.940150
arguments,Namespace(PPO_epochs=5, alg='ppo', cuda=0, entropy=0.1, eps_clip=0.2, gamma=0.97, gymip_train_xml='inverted_pendulum_ChangeThk_0.050000.xml', hid_group_num=8, hid_group_size=8, hidden_num=64, ignore_checkpoint=True, lr=0.001, model='rwtaspk', monitor_time=False, optimizer='rmsprop', rep=11, response_window=40, road_scenario='highway', rwta_del_connection='none', skip_post_tests=True, snn_num_steps=15, task='gymip', thread=3, traffic_level='standard', train_num=2000)
model_dir,/root/autodl-tmp/SVPG2023/LANE/training_runs/baseline/highway_standard/models
log_dir,  /root/autodl-tmp/SVPG2023/LANE/training_runs/baseline/highway_standard/logs
train,    1, -7.416966,   27
train,    2, 7.783455,   16
train,    3, 20.848702,   29
train,    4, -3.261593,   14
train,    5, -0.348323,    7
train,    6, 1.951726,   11
train,    7, 3.234207,   11
train,    8, 11.651872,   20
train,    9, 1.219800,    9
train,    10, -4.385758,    6
train,    11, 16.606804,   20
train,    12, -0.063271,    9
train,    13, -0.590335,    6
train,    14, 5.157578,   13
train,    15, 2.576394,   13
train,    16, 8.962203,   15
train,    17, -3.120799,    5
train,    18, -6.268980,    3
train,    19, 4.648760,   12
train,    20, -0.820798,    6
train,    21, -2.466500,    5
train,    22, -1.587797,    6
train,    23, 7.258204,   13
train,    24, -3.150472,    6
train,    25, -4.980510,    3
train,    26, -5.261582,    3
train,    27, 3.174226,   10
train,    28, 8.275063,   14
train,    29, -4.733403,    3
train,    30, 7.077707,   15
train,    31, 8.469907,   14
train,    32, 3.125361,    9
train,    33, -3.409890,    5
train,    34, -1.134106,    7
train,    35, -2.044185,    5
train,    36, 14.604401,   18
train,    37, 0.300704,    7
train,    38, 0.131307,    8
train,    39, 13.708736,   19
train,    40, -3.244671,    5
train,    41, -1.319674,    6
train,    42, 0.398242,    9
train,    43, 15.884758,   20
train,    44, 5.020066,   14
train,    45, 6.264238,   13
train,    46, 3.422162,   10
train,    47, -0.079317,    8
train,    48, 0.190160,    9
train,    49, 0.525147,    9
train,    50, 0.238501,   11
train,    51, 7.597716,   13
train,    52, 28.597513,   33
train,    53, -2.035899,    6
train,    54, 9.507580,   16
train,    55, 6.477420,   14
train,    56, 8.390751,   17
train,    57, -3.617351,    5
train,    58, 6.305719,   14
train,    59, 15.625892,   27
train,    60, 27.305685,   46
train,    61, 4.398252,   14
train,    62, 40.389269,   58
train,    63, 3.276197,   12
train,    64, 22.045857,   32
train,    65, 21.233553,   34
train,    66, -0.755478,    7
train,    67, 66.001942,   98
train,    68, 18.917715,   36
train,    69, 14.506968,   27
train,    70, 83.512936,  135
train,    71, -2.740702,    6
train,    72, 13.745937,   27
train,    73, -5.039116,    3
train,    74, 91.620666,  132
train,    75, 102.228406,  150
train,    76, 48.253096,   83
train,    77, 95.197692,  150
train,    78, 104.044146,  150
train,    79, 89.723143,  150
train,    80, 91.281037,  150
train,    81, 100.965248,  150
train,    82, 49.724128,   82
train,    83, 6.336249,   16
train,    84, 7.841601,   19
train,    85, 21.247784,   37
train,    86, 26.306940,   32
train,    87, 3.630843,   15
train,    88, 14.770268,   29
train,    89, 0.895123,   12
train,    90, 115.067880,  150
train,    91, 43.058269,   74
train,    92, 16.842414,   32
train,    93, 34.748581,   50
train,    94, 97.728406,  150
train,    95, 105.830986,  150
train,    96, 42.024385,   70
train,    97, 97.489857,  150
train,    98, 42.513302,   73
train,    99, 92.307353,  150
val_save, 99,   93.307353,   150.0000
val,      99,   93.307353,   150.0000
train,    100, 93.623143,  150
train,    101, 101.649409,  150
train,    102, 79.375355,  125
train,    103, 94.639468,  150
train,    104, 92.647363,  150
train,    105, 32.295195,   54
train,    106, 9.784628,   26
train,    107, 18.366418,   35
train,    108, 42.389667,   67
train,    109, 2.520698,   16
train,    110, 3.776381,   16
train,    111, 2.940189,   16
train,    112, 106.717880,  150
train,    113, 90.938932,  150
train,    114, 101.307353,  150
train,    115, 95.438932,  150
train,    116, 100.965248,  150
train,    117, 89.560521,  150
train,    118, 83.702090,  150
train,    119, 98.846827,  150
train,    120, 20.200845,   38
train,    121, 101.596827,  150
train,    122, 89.902626,  150
train,    123, 83.359985,  150
train,    124, 83.702090,  150
train,    125, 95.438932,  150
train,    126, 99.938932,  150
train,    127, 36.918315,   68
train,    128, 83.359985,  150
train,    129, 95.096827,  150
train,    130, 45.608071,   67
train,    131, 115.675774,  150
train,    132, 96.465248,  150
train,    133, 103.017878,  150
train,    134, 99.938932,  150
train,    135, 100.281038,  150
train,    136, 3.132629,   19
train,    137, 94.412617,  150
train,    138, 99.938932,  150
train,    139, 89.912617,  150
train,    140, 101.307353,  150
train,    141, 84.728406,  150
train,    142, 94.754722,  150
train,    143, 100.965248,  150
train,    144, 99.938932,  150
train,    145, 94.754722,  150
train,    146, 94.412617,  150
train,    147, 95.781038,  150
train,    148, 113.953550,  150
train,    149, 2.389091,    9
train,    150, 20.620485,   31
train,    151, 8.487919,   22
train,    152, 5.604164,   12
train,    153, 4.362941,   15
train,    154, 17.477860,   31
train,    155, 98.859985,  150
train,    156, 94.412617,  150
train,    157, 95.781038,  150
train,    158, 89.570503,  150
train,    159, 103.359985,  150
train,    160, 100.965248,  150
train,    161, 99.938932,  150
train,    162, 95.781038,  150
train,    163, 91.281038,  150
train,    164, 15.003229,   34
train,    165, 53.193376,  102
train,    166, 6.203603,   22
train,    167, 103.649459,  150
